1.151029621,0.009791728,0.039298528,0.003891855,0.007890372,0.013392836,0.009751173,0.010575538,0.016002997,0.008982135,0.005761775,0.005243468,0.001316685,0.009021739,0.00950235,0.009577291,0.010110274,0.010753832,0.010539945,0.009079439,0.011033892
0.003984911,1.087356472,0.007343793,0.001498785,0.002586425,0.019124316,0.003126744,0.003323205,0.002991476,0.002060172,0.001502032,0.003194409,0.001327954,0.003206018,0.003050435,0.002723205,0.002269046,0.002591517,0.002728645,0.002214869,0.00172233
0.319606076,0.183594732,1.243512826,0.071929621,0.147386338,0.274737903,0.152184958,0.172244161,0.27588542,0.125170564,0.068688393,0.073627211,0.023312264,0.110650506,0.1345059,0.151268459,0.123467486,0.152253763,0.146664739,0.1235381,0.093112152
0.105325563,0.173149571,0.120987491,2.42846124,0.117581058,0.096013282,0.113839904,0.093503228,0.157343064,0.091572295,0.053561849,0.053055325,0.031292118,0.079750904,0.086839693,0.084108868,0.093083342,0.105744693,0.128896851,0.099257859,0.086020571
0.016999936,0.010949779,0.012670277,0.003976294,1.126521543,0.014407653,0.013628377,0.01490368,0.020729997,0.00928501,0.006998724,0.007803197,0.001654079,0.010712753,0.011570283,0.021815937,0.012546564,0.018276058,0.017737857,0.011654383,0.010354678
0.033525906,0.036776229,0.024019518,0.037199558,0.045748068,1.450503251,0.040632399,0.028024432,0.028978622,0.026034895,0.02491376,0.148860774,0.061074512,0.036932469,0.030265916,0.064357251,0.031324726,0.031673092,0.031539142,0.022699739,0.025934125
0.194085965,0.132191828,0.174336659,0.042753042,0.099752492,0.167006327,1.134437771,0.132571143,0.167610338,0.122694727,0.071396712,0.061392192,0.014976996,0.109708965,0.126885766,0.123515694,0.124327061,0.144341239,0.121246555,0.116396239,0.1299162
0.093106203,0.1199624,0.082860698,0.017710518,0.056276115,0.057891867,0.158602094,1.270635578,0.062300469,0.05752315,0.06896699,0.031724993,0.006852231,0.051535986,0.098195796,0.066208805,0.056567449,0.064371994,0.055356179,0.062681141,0.047672876
0.029215494,0.026794583,0.026536452,0.012545843,0.021672031,0.030032904,0.035165561,0.038050278,1.057422455,0.038931861,0.029006978,0.018643567,0.003477217,0.041208219,0.049746532,0.039232794,0.046147461,0.044539506,0.047461441,0.038140275,0.052126746
0.065506646,0.057430281,0.054713905,0.051070746,0.043697408,0.062437751,0.081185709,0.063462557,0.063450988,1.197641504,0.080619816,0.043907814,0.010700697,0.087360809,0.072873763,0.074769318,0.058285077,0.066261263,0.086507607,0.074459893,0.046503837
0.113084247,0.133944348,0.092541199,0.046651141,0.086471088,0.097179865,0.105410688,0.111504699,0.100467877,0.101067898,1.202246097,0.117537611,0.028110037,0.116210725,0.117566438,0.096781662,0.093483995,0.084299115,0.0969547,0.095934816,0.087740209
0.030977226,0.026905552,0.0280853,0.013400702,0.026721742,0.032772059,0.05741561,0.044350197,0.057074708,0.051977487,0.030714264,1.057607028,0.004267584,0.046683982,0.044461163,0.048694152,0.054779312,0.048017126,0.049015536,0.042645888,0.048868555
0.062813465,0.054261765,0.05333912,0.021834695,0.047258446,0.06586874,0.07337393,0.07551154,0.077688989,0.075723578,0.053159675,0.037134754,1.006664244,0.078864828,0.077320395,0.072773877,0.09535918,0.086896444,0.081267278,0.078692082,0.12716612
0.097778211,0.098124848,0.081494504,0.118733646,0.067232984,0.101513731,0.113501782,0.082752104,0.083048947,0.154098997,0.097562157,0.061078543,0.026115951,1.230289759,0.104949132,0.099616942,0.071437256,0.088935084,0.147732616,0.099899573,0.047393929
0.061750643,0.088462915,0.050615228,0.026718971,0.065353372,0.079085318,0.068969247,0.123176771,0.079388883,0.061226998,0.049629816,0.054028276,0.024720369,0.068951074,1.252755905,0.058987358,0.07774716,0.089781648,0.099849415,0.070887973,0.045329061
0.00708872,0.006873133,0.00704926,0.004054352,0.00784948,0.013293617,0.010865218,0.023950696,0.008274149,0.00951243,0.006291791,0.056212228,0.001311763,0.02449485,0.008579444,1.007252733,0.006928654,0.007654982,0.008440412,0.006940228,0.006277966
0.012016373,0.011249314,0.010590533,0.006028772,0.01005313,0.0128172,0.014239291,0.015347575,0.015931184,0.022538896,0.016459525,0.010926378,0.001802727,0.031113891,0.022308135,0.046443333,1.100174997,0.019456393,0.015799305,0.014732596,0.018281015
0.010958752,0.00953885,0.009632256,0.004033352,0.008627422,0.011504358,0.012549616,0.012851486,0.013493117,0.013668072,0.009687,0.006703185,0.001217549,0.014855287,0.013083117,0.013691526,0.015719673,1.069063704,0.014580064,0.013156914,0.020299461
0.011802953,0.010216876,0.010125713,0.004675818,0.009754345,0.012154683,0.014546241,0.013525952,0.014193383,0.021014509,0.011910572,0.007419072,0.001435983,0.015840654,0.015927757,0.015070437,0.017109108,0.015908119,1.114565475,0.014254413,0.019857758
0.012163393,0.010187297,0.010016082,0.004248316,0.00916933,0.0123765,0.013191986,0.013763418,0.015359649,0.018739012,0.012065764,0.007519922,0.001431833,0.014727404,0.016094811,0.020772969,0.018403861,0.021424379,0.017399377,1.061226369,0.02103627
0.000615035,0.000531301,0.000522267,0.000213793,0.000462729,0.00064495,0.000718437,0.000739367,0.000760688,0.000741443,0.00052051,0.000363603,6.53E-05,0.000772201,0.000757078,0.000712561,0.000933704,0.000850842,0.000795724,0.000770509,1.00124514
